N,P,K,temperature,humidity,ph,rainfall,predict
130,52,88,21.5837687,54.10740537,8.813388384,132.9275645,,kidneybeans
101,123,77,16.10078653,80.79319155,4.11966434,160.3529726,,kidneybeans
61,111,53,12.22910374,41.29198016,5.955399593,193.55749,,coffee
110,7,92,19.70400642,35.9008052,7.77173663,185.153329,,kidneybeans
64,4,84,38.54337502,76.0923736,7.723388859,159.2106108,,kidneybeans
68,96,78,27.12934619,20.02243624,7.686381586,231.7446269,,kidneybeans
26,67,31,18.61381916,97.64358644,6.481097768,263.6602627,,kidneybeans
65,116,42,30.54736845,69.82410448,8.835572518,204.019808,,kidneybeans
121,116,24,32.42205074,60.76270743,7.915763405,248.9401779,,coffee
48,12,54,38.4785388,49.2169282,4.722223289,178.3616827,,grapes
133,19,49,16.00980816,57.69565183,4.484850981,109.9573801,,coffee
142,127,97,25.90133235,93.79288349,5.602830061,295.5762148,,kidneybeans
14,97,61,37.05518255,62.33132301,7.85600676,178.7299774,,grapes
132,79,52,11.58484398,12.97096737,7.521421069,28.29154798,,kidneybeans
19,10,108,23.86371926,82.79346198,7.935218313,255.6885184,,banana
129,88,141,13.14374372,69.06107999,4.10349396,89.71810001,,kidneybeans
142,74,133,15.06071741,78.51363283,8.449777601,199.2257733,,kidneybeans
96,117,10,31.71582684,41.07102839,5.152692826,38.85797095,,coffee
3,78,58,36.64690524,53.0004859,8.717343479,276.2097291,,kidneybeans
80,138,146,36.85789565,66.1328998,4.897252688,165.3316664,,coffee
123,16,3,15.24182097,27.08393211,4.838055485,199.3307265,,kidneybeans
129,127,122,31.61738624,66.75253784,5.855306694,116.096661,,kidneybeans
42,40,13,38.24166883,54.01773508,8.819004551,276.5052725,,banana
55,6,149,37.54835007,75.36186378,5.366812069,16.1848606,,kidneybeans
54,101,144,24.15422244,16.26687886,7.05961306,157.1895907,,grapes
39,149,132,19.93907942,58.96381134,5.189661932,207.9584934,,kidneybeans
115,140,25,10.29687381,44.39912309,7.941505493,166.6088663,,kidneybeans
89,77,67,37.28205166,75.7442391,4.430217911,269.7475839,,kidneybeans
133,110,133,29.9717005,85.23297062,6.496461095,246.599198,,coffee
137,100,47,30.51763985,14.50075788,5.019440372,277.2797162,,grapes
85,34,71,27.79622868,21.75603749,6.271605311,130.9381805,,kidneybeans
117,98,86,12.59778453,66.37017639,5.511689319,241.1994947,,kidneybeans
33,4,66,28.02491512,59.12604479,7.767977214,216.3389992,,grapes
22,76,66,24.06781833,17.61104388,5.666325586,169.5718331,,banana
131,122,25,26.7459938,32.73390032,8.979711607,57.80446366,,kidneybeans
34,38,105,15.99469241,39.82145371,4.11462357,212.6414651,,grapes
109,137,132,38.76231043,15.61909393,8.660585486,98.82284939,,grapes
95,104,110,39.32652381,29.29930477,8.462525002,116.3048455,,kidneybeans
50,73,66,22.99441566,48.08956249,6.494500083,146.8156918,,grapes
94,126,52,15.95218765,46.24847683,6.75805852,75.70257146,,kidneybeans
67,36,108,14.41793296,56.78332732,5.967806971,88.61698074,,kidneybeans
48,65,86,25.42591959,99.2569938,4.322881809,285.8771664,,grapes
124,53,129,24.15696753,93.70208178,7.766440743,107.8049674,,grapes
35,3,50,37.18279826,77.23960162,4.759744639,175.6072155,,kidneybeans
93,20,9,13.5739779,11.65648287,8.473181772,100.9990792,,grapes
72,75,55,10.31387748,79.95834499,7.682815526,146.4037829,,kidneybeans
11,116,126,20.96901227,83.23787237,5.490355177,162.5762077,,kidneybeans
73,84,59,11.98069481,25.35093765,4.007158388,82.00613437,,mango
21,121,53,12.50103853,74.12901939,4.971501685,221.5236129,,grapes
106,131,127,39.32080647,79.08173466,8.681608459,228.6888834,,kidneybeans
93,19,40,38.89183281,75.25491511,4.942392297,120.5736154,,grapes
123,74,148,24.94353018,23.56769421,4.52639184,55.28375897,,kidneybeans
34,48,120,38.69734629,81.35621393,6.552928623,121.3042879,,grapes
133,115,136,23.0185315,44.1616121,7.077176887,203.4129133,,coffee
64,124,70,37.17139914,63.52551457,8.912854128,294.2470336,,kidneybeans
68,38,141,11.37370659,80.56973943,8.629820859,19.80155942,,kidneybeans
77,124,86,37.95809627,97.36411839,4.847673316,177.0119438,,kidneybeans
26,63,85,37.63104532,47.5526771,4.813203341,273.9149138,,kidneybeans
135,111,50,18.32483508,47.11411055,6.86904499,96.39955007,,grapes
57,65,51,15.45655749,22.89402909,5.240108344,96.99523649,,coffee
119,88,82,35.4192787,89.69814681,6.012615214,176.5437289,,grapes
49,8,105,26.52771044,54.11932398,6.770461015,175.5972983,,kidneybeans
39,32,86,21.45127854,12.728355,8.319844128,81.76763706,,kidneybeans
54,25,64,15.715454,72.42594221,5.905007705,155.8377709,,grapes
52,10,53,37.72608069,23.04015094,7.402359569,20.92633873,,grapes
87,90,72,24.49143108,26.18456837,8.283288472,279.2723238,,kidneybeans
112,134,27,14.99837839,80.53069805,8.06805778,30.5007851,,kidneybeans
62,56,80,29.47421955,61.2818045,6.847827314,288.1731658,,kidneybeans
145,58,101,29.47633737,72.13692933,5.198328195,89.23377742,,coffee
136,20,115,38.62126684,55.92694092,8.42309912,209.4617611,,kidneybeans
96,16,33,30.13473624,56.77628881,8.751646752,61.38661641,,coffee
63,63,78,36.92501128,91.90585619,4.530089171,231.090678,,kidneybeans
108,139,78,23.37385279,61.14220444,6.979236643,213.2325583,,grapes
21,78,125,17.66540447,47.18070285,4.356220477,146.1013629,,grapes
61,64,127,38.58505999,63.85125986,8.679257523,30.3412746,,coffee
1,34,120,10.25775197,77.50028194,5.335264291,176.1786509,,kidneybeans
134,88,4,23.41883673,61.20691846,8.826072867,77.60502804,,kidneybeans
36,59,2,11.61785389,62.14535861,6.864069056,64.05168404,,kidneybeans
92,0,99,12.92763145,94.28760785,4.318760448,298.0465459,,grapes
30,39,47,31.93376709,33.72140931,7.920851941,235.2494863,,banana
23,93,124,39.01966397,70.4702421,5.325249807,256.6933832,,kidneybeans
50,71,24,13.00131076,23.1764153,5.54302716,191.278086,,grapes
48,24,124,19.28494824,72.39058282,7.608398945,123.043767,,grapes
58,65,4,22.82633483,17.85732793,7.309442423,144.7378697,,kidneybeans
32,118,14,17.01028231,57.79340037,4.790669721,259.4250316,,kidneybeans
132,78,21,25.21967201,98.62718221,5.701360742,228.0322688,,kidneybeans
132,88,79,21.01573025,21.35386442,6.380595945,176.3476968,,kidneybeans
34,133,101,31.66869268,94.61919554,5.088486471,65.16399497,,grapes
72,142,93,23.24445173,15.42172205,6.730145804,233.6642517,,kidneybeans
48,144,146,37.33203404,31.51376268,4.603459324,154.7108809,,grapes
77,8,41,35.03039035,55.78951966,5.384528894,176.0643923,,kidneybeans
140,37,11,26.55926274,52.97334064,6.311889202,64.025612,,kidneybeans
3,141,6,21.21769838,39.32453243,8.868332805,36.95141078,,kidneybeans
63,56,62,31.22739943,28.94707194,7.148053297,247.9792294,,kidneybeans
100,5,60,20.56880066,30.73210662,8.792237366,237.3506994,,banana
124,115,70,13.44044,23.71614873,6.789735288,278.3839312,,grapes
145,52,8,13.96647615,54.74786407,7.403608321,40.60289695,,coffee
145,14,41,22.06547162,41.08811796,6.077646939,224.5838036,,coffee
50,55,135,10.44905146,87.87713084,4.520704209,194.3692229,,grapes
3,73,97,15.61774023,25.60784621,7.882496614,239.5576923,,kidneybeans
37,106,31,32.34702169,41.32367951,4.414386431,104.4105058,,coffee
125,25,62,38.6049645,94.38135894,7.784053171,201.0022976,,grapes
119,144,30,19.66384897,89.22741706,4.357848441,38.36214362,,grapes
17,26,90,30.94520208,69.2955658,5.800206735,143.8904042,,kidneybeans
137,87,98,12.45848327,66.88416015,6.924675269,192.9519201,,grapes
131,128,97,11.28094278,28.12506561,5.08299,14.86938841,,kidneybeans
99,36,27,12.76154468,51.98794586,5.361923208,187.9162401,,kidneybeans
142,8,59,30.17897313,71.349741,8.448488877,180.6765314,,kidneybeans
71,74,89,12.62278155,51.19402749,6.119639539,196.6479676,,kidneybeans
111,45,13,12.19403392,22.29832448,7.914458524,225.1461069,,kidneybeans
98,88,24,19.40424882,89.41271439,7.930772115,78.75087256,,kidneybeans
143,10,72,28.9033127,56.31179508,5.756605046,52.89614474,,coffee
101,66,115,22.33189789,70.72047715,8.330714402,129.27554,,kidneybeans
82,59,42,24.70721714,78.15489027,4.746434051,283.3604754,,kidneybeans
119,87,126,30.54276838,30.76101346,7.502693879,122.4144782,,grapes
93,2,88,19.98990544,20.09851537,5.119783916,140.028808,,grapes
120,18,146,14.7004133,78.5652836,4.298866992,11.87067952,,kidneybeans
2,104,140,30.41255264,68.3564923,8.588666517,141.8636723,,mango
130,58,45,16.283847,70.67333768,8.148493928,245.385877,,kidneybeans
12,56,65,17.62106362,79.11007704,5.326727461,44.62223403,,kidneybeans
96,10,75,32.1376458,95.20602137,5.216410343,136.0274207,,coffee
126,83,26,33.40352601,92.58967559,7.901472512,63.97609001,,kidneybeans
30,70,18,36.25607973,89.98888062,6.409931651,46.39081087,,banana
29,107,136,15.53088023,81.35334665,8.91777196,122.8439957,,kidneybeans
134,135,23,34.29196473,26.27784587,4.978638363,38.4409054,,kidneybeans
138,77,1,33.24882228,52.86463662,7.37233437,77.96454408,,grapes
143,81,65,19.27780843,44.86451747,4.859137536,192.3303312,,coffee
0,55,53,29.53182729,18.06419887,8.683859912,159.9213185,,mango
88,27,53,37.76404583,75.10006605,6.795624715,77.82667081,,kidneybeans
99,149,147,22.49982957,29.82909724,6.722234534,180.0710923,,kidneybeans
134,79,112,23.38737567,15.80014518,6.148037335,249.0959864,,kidneybeans
25,67,128,11.86225563,15.53034191,4.103233608,55.99159556,,coffee
0,126,13,37.4751967,64.96826621,6.767325114,220.3719667,,mango
93,72,46,27.42545959,51.87354922,8.047080211,160.0498302,,grapes
141,132,42,17.39610143,30.17522476,7.523450426,54.72918141,,kidneybeans
18,5,11,24.04918236,91.97906543,6.009364002,266.9539914,,coffee
120,96,27,25.8563303,28.76391051,7.524877567,58.97036271,,kidneybeans
39,145,50,33.36842368,74.75746497,5.126524088,219.3414263,,kidneybeans
110,76,110,39.00939354,22.61491778,8.316127835,55.90164942,,kidneybeans
79,112,77,32.42582994,82.6713999,6.990087113,12.2458744,,kidneybeans
24,15,118,36.81983307,48.9969267,6.538091163,297.0454893,,kidneybeans
73,145,124,29.39606354,84.71375249,5.326651822,108.6385904,,mango
22,98,136,24.2973803,30.42608128,4.31759118,112.9173966,,banana
73,97,45,14.54829228,91.23710223,5.215122057,58.28895559,,mango
39,73,84,37.16370847,68.94555685,8.726186917,199.2461654,,kidneybeans
76,11,99,16.74867796,94.07966635,6.537831836,51.15765773,,kidneybeans
37,47,1,12.36951632,66.3378827,5.528310778,202.9866325,,coffee
50,137,72,36.97266014,19.02076054,8.129058327,159.8657693,,grapes
116,121,43,26.00851249,28.685012,6.551019865,168.2578878,,grapes
99,16,76,17.26618812,74.3891327,6.485201765,126.7049447,,kidneybeans
108,54,144,27.74581223,85.88617918,7.950693252,158.0730773,,grapes
8,130,69,33.4842855,67.61801578,7.409064724,31.62723784,,kidneybeans
82,107,82,30.79981307,85.31200295,8.79524789,255.4086429,,kidneybeans
26,110,35,30.18505172,80.06165382,4.169328033,179.1855398,,kidneybeans
136,37,121,36.11215443,56.6849885,6.357246656,155.6279913,,kidneybeans
106,7,109,11.89639697,76.0850719,7.350476554,249.7608995,,kidneybeans
102,1,50,35.7644133,57.26893614,8.039497689,186.0523109,,kidneybeans
36,46,106,32.91088649,26.61302998,4.357406522,222.2966499,,kidneybeans
75,47,131,11.3276759,71.94397625,7.326489077,81.22709389,,coffee
27,14,93,36.05826611,15.75751292,8.308675268,299.0203161,,kidneybeans
131,43,121,29.29316711,94.99210748,6.334399022,188.7055119,,kidneybeans
106,96,120,13.73693748,17.57969176,6.474572561,86.48102542,,kidneybeans
34,118,48,38.63286184,26.16659858,8.263957683,211.3548059,,grapes
75,75,128,15.37312274,41.02443341,5.583982218,142.2479187,,coffee
123,31,107,13.99634926,28.0754971,8.707984586,89.87868119,,kidneybeans
81,67,49,32.53457378,86.89471432,8.232446771,258.3379831,,grapes
82,129,145,14.15298982,97.13980926,4.600800086,119.5867475,,kidneybeans
115,71,44,16.23394473,35.6106008,6.808990281,135.1341918,,kidneybeans
27,36,107,15.98230335,95.46097957,6.625432326,145.2420389,,kidneybeans
123,98,72,26.12483071,89.22301314,7.318723747,119.7749684,,kidneybeans
114,37,118,32.83127015,53.99013841,6.405594375,133.52509,,kidneybeans
115,69,122,13.50567006,57.88991655,8.999636816,267.4559794,,kidneybeans
38,129,64,38.22609143,24.45003788,5.498620132,50.23113287,,kidneybeans
82,74,82,13.80739918,71.37283114,8.576450728,184.3224379,,kidneybeans
64,97,77,18.02609816,39.06159982,5.747724079,17.90009923,,kidneybeans
93,135,66,16.51441829,70.46601527,8.991027952,31.61111712,,grapes
98,85,95,10.79662199,21.65356653,4.364023917,172.2554822,,kidneybeans
135,125,38,19.56794199,25.08115213,5.168636768,136.8682213,,grapes
43,45,129,24.06976521,65.53963593,5.621130422,146.1485166,,kidneybeans
139,113,131,34.91670266,22.52750437,7.05767023,82.71108249,,kidneybeans
105,46,83,23.31070141,68.94333199,6.683823471,67.56701066,,kidneybeans
108,43,21,14.49231163,55.03117345,4.665279066,248.6122381,,grapes
57,106,119,20.31471496,59.26365915,6.506115958,226.8243547,,coffee
84,61,125,37.95835976,31.83311178,7.57789418,117.928954,,kidneybeans
122,41,110,16.38758304,75.5472851,6.258107515,299.5039106,,kidneybeans
14,24,113,28.89367358,23.89846606,7.862328942,228.8087925,,grapes
97,65,36,17.60295394,38.84414198,4.945852901,284.5033209,,kidneybeans
18,82,29,31.88155694,62.9377311,7.002805166,45.00799711,,coffee
135,33,60,38.07192836,66.58651398,6.4822462,123.4241682,,grapes
136,43,65,19.86673185,72.71247056,8.380879236,172.5839678,,kidneybeans
38,66,59,33.19820478,67.6016735,8.412895396,198.0598226,,kidneybeans
85,124,110,32.4326727,25.77489613,4.373590914,45.11348541,,kidneybeans
149,5,6,31.83446054,99.80088155,4.052012735,141.0333464,,kidneybeans
115,10,2,29.49953899,31.28299698,8.989946001,214.7264882,,kidneybeans
47,123,122,16.10780181,24.32464361,4.386164616,73.33145678,,kidneybeans
36,80,62,12.79801281,27.03658077,6.638584316,53.99167269,,kidneybeans
107,94,97,33.33167303,83.75820606,5.097064391,29.1875103,,kidneybeans
83,114,19,22.43139642,74.22705709,4.772262441,246.731446,,coffee
122,70,53,31.17466651,16.97830633,5.669579727,222.8576967,,kidneybeans
65,78,86,25.44957007,63.97211447,5.863358128,171.8549109,,kidneybeans
12,11,91,33.56939094,75.9809951,8.928120914,190.5584356,,kidneybeans
92,128,127,10.68724212,48.68367442,4.490054244,124.8211036,,grapes
142,56,44,20.86570913,35.62186811,5.693516648,178.8620984,,kidneybeans
140,128,41,16.78783308,94.30870919,7.295458867,272.0996945,,kidneybeans
36,51,89,10.29629861,58.6033224,6.063310089,250.2124148,,kidneybeans
43,142,26,18.41276258,14.05303886,4.811537531,110.1004694,,kidneybeans
46,81,91,35.61753924,92.66789276,7.079607184,167.1272312,,kidneybeans
28,64,7,26.01008012,87.5557984,8.614950364,59.65449733,,kidneybeans
132,11,73,11.45664406,12.57940315,4.94407803,260.7639618,,kidneybeans
4,107,135,13.81218916,34.89598868,8.367707522,65.13401163,,grapes
15,66,131,29.84547475,87.95520678,8.451399944,157.286028,,coffee
99,16,59,34.28157757,71.12979161,8.560607348,142.1690422,,kidneybeans
97,147,83,22.83508838,89.11582106,6.625112794,19.61358017,,kidneybeans
26,70,5,39.32811416,45.67975794,5.954601058,61.83174056,,kidneybeans
52,63,131,27.53754271,13.28698926,7.034999967,45.4744023,,grapes
1,102,142,21.35079441,52.76303065,5.76289965,117.0328729,,kidneybeans
40,92,114,24.61858102,11.68755423,4.29297632,109.2234954,,kidneybeans
42,90,48,24.96902959,56.17693933,6.843460137,37.55129881,,banana
111,86,61,16.4242101,58.70895098,7.177195677,244.0877234,,kidneybeans
106,24,139,34.06552485,26.91780029,6.850816384,134.8827649,,kidneybeans
15,114,103,21.61812365,70.23184175,7.74608022,268.7456647,,coffee
109,127,56,11.37904718,64.59844866,8.652341835,87.49707786,,grapes
30,41,7,12.94128653,67.87450724,7.994290298,232.2458717,,banana
20,43,53,16.7317538,99.34891287,5.687734435,148.8518832,,kidneybeans
68,93,100,23.48649454,49.80595298,8.955797056,62.16283428,,kidneybeans
40,95,9,15.89884875,23.45292027,5.632990857,151.7446718,,kidneybeans
94,15,19,33.38618861,13.34457905,4.698231714,23.72942476,,kidneybeans
107,114,22,38.29878145,72.434976,4.043245719,281.3331804,,kidneybeans
82,7,31,38.00297759,81.99295584,5.32465288,123.0143338,,kidneybeans
19,53,122,10.44465842,64.32796289,6.785699025,47.38821655,,banana
3,20,80,18.89613286,76.08671956,7.594390639,101.9846306,,kidneybeans
147,75,1,13.05580029,94.51255537,8.673584344,159.1827556,,grapes
25,107,92,35.43337172,29.58577609,8.450787227,225.1902582,,coffee
50,2,142,20.41411757,72.50727261,8.267263774,28.54050123,,grapes
59,65,85,23.33509929,91.45938538,7.40369931,219.5089817,,kidneybeans
128,135,7,24.7663593,41.88628936,8.188309332,43.95240177,,kidneybeans
65,52,119,34.54643714,96.07700682,4.472913544,167.1514338,,kidneybeans
8,121,47,35.39048413,55.44955364,5.627568663,121.725962,,kidneybeans
90,13,122,30.49153193,82.77293587,5.882924493,68.75880428,,kidneybeans
8,96,45,36.07041495,60.91193793,7.947514127,254.5873221,,kidneybeans
8,69,5,34.1128046,77.97430155,5.383542457,151.4953327,,kidneybeans
144,149,4,34.15108308,26.79876779,8.144812136,116.8783904,,grapes
138,105,59,10.13096648,89.31934561,6.711691673,72.6188236,,grapes
13,88,34,16.02934558,46.97748703,4.35851766,81.21571772,,kidneybeans
111,80,39,22.78264892,92.61477067,8.432790063,41.5894537,,kidneybeans
92,79,141,27.06776656,48.83660754,5.305118521,184.7016572,,grapes
27,111,104,38.75352377,69.78665513,8.943101169,53.81113631,,kidneybeans
146,113,51,31.00382187,93.10220405,7.272547822,273.1116704,,coffee
7,133,63,33.18748973,78.20517257,5.352631658,250.0009851,,grapes
102,119,116,30.07880585,14.99885876,8.266732109,188.7486618,,kidneybeans
54,61,94,17.80857852,62.68781478,6.06024211,229.692474,,grapes
91,62,120,27.52962196,99.31566388,4.000192752,212.2891545,,grapes
19,76,115,16.4472451,26.439539,4.16153873,141.4498685,,banana
52,52,106,25.29484904,67.7971771,6.904901731,24.74929382,,grapes
106,41,109,24.12128206,40.33653622,8.297776103,146.1873784,,kidneybeans
135,141,26,25.08210738,70.42451163,6.544391176,289.3152517,,grapes
35,99,142,24.57346574,98.17691197,4.174484389,38.5736475,,kidneybeans
92,45,66,26.86130269,10.79830289,6.518657367,291.6098448,,grapes
15,92,84,14.42492322,45.18333632,7.273105084,68.12676625,,coffee
132,34,10,18.84932472,89.02097363,7.349121981,180.2969695,,kidneybeans
61,62,124,16.60471931,90.99713124,5.959999582,189.0107355,,coffee
88,87,109,33.29904844,13.64876692,5.698436186,286.9840369,,kidneybeans
58,37,53,11.54026466,26.4865407,6.96194406,50.28720174,,kidneybeans
81,69,140,38.89914478,37.13345804,4.410237134,15.75760641,,grapes
1,135,110,27.72906412,33.10108081,4.463580738,223.6401037,,kidneybeans
60,21,63,33.93122858,99.59187717,6.787810625,237.1982442,,grapes
7,139,11,11.176625,98.09136744,6.375279734,28.92768274,,grapes
92,56,109,30.216993,65.83514021,8.085710252,297.8370743,,grapes
124,33,100,26.27409929,75.80936053,4.936360654,118.7718358,,grapes
37,57,16,26.3089404,42.19901674,4.621196613,71.49599594,,coffee
101,83,64,33.51227865,21.64779529,4.739370894,235.4727949,,kidneybeans
109,41,72,27.65847316,59.27585936,5.410264938,82.91826849,,grapes
27,79,116,34.65384712,22.34197761,5.822188266,133.7722602,,kidneybeans
98,27,70,25.4558444,92.43674275,6.712790688,48.13297892,,kidneybeans
27,108,13,28.47450035,44.8538209,4.406316026,219.364853,,kidneybeans
37,0,95,24.46430227,43.34665895,4.709302341,270.1403419,,coffee
45,84,11,14.33920297,18.03029535,6.755545433,230.766861,,kidneybeans
94,49,8,16.84113192,38.39596472,8.791769573,229.1767136,,kidneybeans
52,131,98,23.8677484,66.60858924,6.863379912,265.5428113,,grapes
109,132,108,30.11045336,77.6163862,7.034614147,169.7612605,,grapes
76,128,144,33.09685829,20.44514098,7.921068477,80.70016613,,kidneybeans
111,112,59,28.25159138,43.1099471,7.837818846,239.1450054,,kidneybeans
70,75,90,32.6831767,11.72663917,6.414015427,267.7684985,,kidneybeans
130,49,30,33.48333276,57.5741889,6.549705441,274.5883129,,kidneybeans
67,107,33,26.66041438,42.09581456,5.952685478,132.3717468,,kidneybeans
73,17,79,30.50016972,19.16274261,6.645684066,77.35230831,,mango
112,16,37,26.53823054,98.38188845,5.645082392,223.6856359,,kidneybeans
127,126,42,13.33830723,79.94154546,4.446253581,159.9428256,,kidneybeans
86,25,54,28.02241307,74.15374953,7.914180933,118.5677275,,grapes
144,32,41,22.26051558,33.51954759,7.987742181,164.8654101,,grapes
7,39,42,12.37570209,78.63805854,8.765160874,222.1410657,,grapes
144,46,57,39.31868405,11.83603924,4.876125239,134.5651962,,grapes
33,108,48,33.35830981,80.09221909,8.212615616,297.5970982,,grapes
110,135,87,17.86877154,50.1264183,4.591590841,190.0483128,,kidneybeans
16,125,17,33.89963191,87.2797806,4.890643073,173.3385163,,kidneybeans
71,29,30,13.41698321,64.97314953,8.020091197,139.4437015,,kidneybeans
21,62,101,10.25355153,99.60533851,8.983164816,134.7521055,,grapes
77,97,107,33.2798871,62.2425232,5.437527674,274.0731985,,kidneybeans
75,65,5,38.10162749,97.02205734,5.186589933,165.4364409,,coffee
45,53,28,22.20928433,19.83889745,4.427954489,89.79823841,,kidneybeans
98,43,134,32.86602251,45.31351545,4.734188004,66.99144988,,kidneybeans
89,89,116,21.82973728,23.33696765,8.201420847,148.8961666,,kidneybeans
118,117,69,37.6969072,51.75299955,5.705123277,32.59395033,,coffee
36,0,115,15.41057863,64.81486611,6.884884297,114.0588455,,kidneybeans
18,44,21,35.62858537,10.63793858,5.085185287,148.3295992,,coffee
87,107,81,17.15549589,93.19070846,5.514106202,93.29148379,,kidneybeans
22,3,26,11.17236683,50.57586634,4.651651698,28.55015858,,banana
16,76,14,13.98375794,78.35902691,4.290617978,132.995518,,kidneybeans
85,5,95,38.61777507,96.50836178,5.522670156,287.0674642,,kidneybeans
115,11,55,11.55846554,44.58343598,4.095643816,293.301869,,kidneybeans
144,46,36,37.28852043,58.65063726,5.774256739,57.23300742,,grapes
147,18,14,15.8075252,17.20881233,7.917342437,67.3189742,,grapes
24,8,50,19.81034162,30.32199196,8.888187045,46.64507556,,kidneybeans
142,58,9,14.43260443,78.35740844,6.354374974,263.7946995,,kidneybeans
141,130,136,20.14537573,83.54865415,5.69360707,139.8798843,,kidneybeans
101,89,85,30.57289359,87.85852972,4.742684947,180.7411297,,kidneybeans
45,123,87,31.72265041,52.34414976,7.802083836,16.11329873,,kidneybeans
0,46,39,36.56501695,98.46609633,5.21581667,57.93312367,,mango
65,9,83,18.80029917,55.34432948,4.123213793,43.34314638,,kidneybeans
122,69,109,38.43797878,24.15400022,6.466390249,261.763973,,kidneybeans
23,128,132,28.78542066,11.25692514,5.436804152,232.1442282,,kidneybeans
108,14,66,25.40659068,60.74279268,6.471717518,23.08762706,,grapes
105,97,51,22.71549872,63.9439969,8.804884427,133.1251132,,kidneybeans
24,36,11,24.96397804,79.27148632,5.294845982,115.4877592,,kidneybeans
68,114,54,19.24135224,33.41517413,7.460693931,96.16150658,,kidneybeans
144,57,145,36.44160447,91.03831225,7.186044942,169.5037876,,grapes
76,135,69,13.78219459,42.40155973,8.666894706,184.610561,,kidneybeans
98,130,51,19.92698319,76.63227305,6.94428686,148.8917297,,kidneybeans
85,95,10,28.78611641,91.4305718,4.357593036,233.2227547,,kidneybeans
12,72,30,15.24461842,88.42840594,7.263272262,195.879296,,kidneybeans
86,11,2,39.67187631,73.78699666,6.031792083,202.4500276,,grapes
115,16,148,25.94100839,22.51192932,5.367430529,174.6567948,,kidneybeans
85,39,56,37.56601032,42.69363635,7.080447437,227.2460773,,kidneybeans
5,16,99,24.59028728,49.74386282,5.455403527,128.9792465,,coffee
122,101,18,28.17329824,63.92975038,6.56221979,59.50602696,,kidneybeans
127,52,124,30.82518801,13.51912095,5.41451381,17.26837688,,kidneybeans
28,109,95,34.590687,57.69165915,8.935744682,216.9731692,,kidneybeans
122,49,19,30.58427269,64.63487817,8.814090913,84.84836486,,kidneybeans
136,37,48,15.74047854,88.93868336,5.91469373,231.5096986,,kidneybeans
49,146,144,37.46858986,14.65938126,4.049908623,203.8049141,,kidneybeans
115,104,106,19.83323038,46.61518015,5.822443997,121.2950562,,kidneybeans
115,40,1,38.92685531,83.3999225,5.650563552,99.5625811,,kidneybeans
139,122,7,24.42180166,33.88789834,8.977088621,30.85008785,,kidneybeans
12,44,140,20.19803931,33.66770471,4.084926347,38.72109063,,kidneybeans
95,67,81,36.47779612,59.77822322,6.457999763,98.07048513,,kidneybeans
39,12,11,14.06259036,78.52955807,8.316385765,99.51913855,,kidneybeans
138,70,128,25.41353701,24.82493585,4.126720792,255.4718347,,grapes
105,36,111,19.53822962,15.46713601,5.538149773,191.337125,,kidneybeans
56,76,119,36.43739936,76.9454515,8.284169545,113.8666439,,mango
35,107,111,39.9500276,91.35329526,5.385777664,64.98510265,,kidneybeans
6,38,75,33.41270114,14.7259771,5.04213653,129.0041789,,grapes
78,108,14,31.26658195,62.53494463,4.061501584,275.3845228,,coffee
49,88,14,39.32126919,39.86142443,4.608567137,21.77853195,,kidneybeans
122,69,130,37.76104339,90.65025738,6.939268206,182.9014023,,kidneybeans
92,148,81,29.57981378,76.24668065,5.037553545,19.98378443,,grapes
83,97,96,14.59126192,72.85975102,4.446419312,285.978512,,coffee
133,1,121,23.07359423,75.4615077,7.206451639,47.44083572,,coffee
29,105,79,38.01002726,12.44591157,7.003755022,161.6196563,,kidneybeans
10,86,28,38.98559307,26.60135355,4.79162053,255.8330198,,grapes
144,40,77,29.26749356,11.94439736,4.674531043,244.1727336,,grapes
21,12,139,34.26937191,16.36676939,4.134788589,104.3737257,,grapes
117,126,61,19.12584468,74.68746576,5.382557361,133.7925046,,kidneybeans
89,45,62,24.97110191,41.27606378,5.794150605,52.80001445,,kidneybeans
70,79,30,17.62425999,83.11673626,8.139552988,147.085294,,kidneybeans
49,75,53,37.03495913,12.45966063,5.841788649,254.7630762,,kidneybeans
88,23,131,33.20239046,41.92393392,7.100318468,66.19531816,,kidneybeans
48,6,47,28.27176497,33.63330052,7.040834517,34.4110298,,grapes
41,42,17,17.40116333,45.93973288,5.883116152,292.3757333,,kidneybeans
97,126,143,27.67044625,94.04356519,7.561814557,119.072443,,kidneybeans
7,99,108,10.31745824,46.93534096,7.753493073,114.1851681,,grapes
71,88,24,33.79195187,29.47778604,6.307971008,75.1491782,,kidneybeans
102,98,91,30.76110856,27.32821388,8.761700155,51.40715442,,kidneybeans
80,52,130,26.52234942,13.25388587,8.995162146,101.0453496,,coffee
133,18,7,10.0206832,53.45109304,6.72018298,50.96226795,,coffee
66,83,10,20.40401484,56.65541851,6.628248198,144.1256174,,kidneybeans
68,35,118,13.12536148,86.43117086,8.904321755,59.21351582,,kidneybeans
2,34,127,19.01476159,41.07698418,6.97022202,295.9820591,,mango
121,46,132,12.37025941,70.38829391,8.909092734,284.6133044,,coffee
92,41,4,33.77443234,27.74841689,8.84931172,130.3561858,,grapes
54,116,141,31.49635941,39.28000616,5.131677723,83.37568606,,grapes
37,125,58,36.18402792,47.06312698,8.576502152,219.3662871,,coffee
